,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Protein_ID,Annotation,Dcor_Gene,padj
169,6171.490457,0.579661949,0.497176758,1.165907174,0.243651978,0.552348014,Hol_evm.model.scaffold00137.13,"Iron-sulfur cluster assembly enzyme ISCU, mitochondrial",Dcor_evm.model.hic_scaffold_9_pilon.1101,0.552348014
1529,66.69988156,0.986318297,0.846091056,1.165735402,0.243721442,0.552348014,Hol_evm.model.scaffold01936.5,Tdc2,NA,0.552348014
2839,21.03476694,-1.454607665,1.247216898,-1.166282839,0.243500109,0.552348014,Hol_evm.model.scaffold03844.4,NA,NA,0.552348014
3287,20.34973742,1.478010078,1.267937301,1.165680729,0.243743554,0.552348014,Hol_evm.model.scaffold04424.1,Adenylate cyclase type 5,Dcor_evm.model.hic_scaffold_7_pilon.562,0.552348014
3629,763.628427,0.987922889,0.847351465,1.165895061,0.243656876,0.552348014,Hol_evm.model.scaffold04915.2,PREDICTED: leucine-rich repeat-containing G-protein coupled receptor 4-like,Dcor_evm.model.hic_scaffold_3_pilon.411,0.552348014
9664,175.325568,-1.03066547,0.883906645,-1.166034305,0.243600576,0.552348014,Hol_evm.model.scaffold15272.1,-,NA,0.552348014
1231,21.13573132,1.329377252,1.140885925,1.165214876,0.243932025,0.552595001,Hol_evm.model.scaffold01591.2,Probable glutamate receptor,Dcor_evm.model.hic_scaffold_12_pilon.45,0.552595001
4387,326.5595638,-0.970965098,0.83332577,-1.165168693,0.243950715,0.552595001,Hol_evm.model.scaffold05961.5,Autophagy-related protein 16-1,Dcor_evm.model.hic_scaffold_10_pilon.409,0.552595001
7875,1472.819082,0.822267306,0.706095909,1.164526369,0.244210763,0.553072777,Hol_evm.model.scaffold11893.6,Hypoxia up-regulated protein 1,Dcor_evm.model.hic_scaffold_5_pilon.590,0.553072777
8569,38.06462719,-1.258640782,1.080954425,-1.164379139,0.244270398,0.553096568,Hol_evm.model.scaffold13132.8,Pickpocket protein 28,Dcor_evm.model.hic_scaffold_3_pilon.590,0.553096568
1443,248.2355499,-1.167868679,1.00329868,-1.16402892,0.244412292,0.553155281,Hol_evm.model.scaffold01834.2,NA,NA,0.553155281
4954,1546.149043,0.612214018,0.5259197,1.164082688,0.244390504,0.553155281,Hol_evm.model.scaffold07018.2,Ankyrin repeat domain-containing protein 40,Dcor_evm.model.hic_scaffold_1_pilon.297,0.553155281
9053,2882.119195,0.601414884,0.516701052,1.163951343,0.244443731,0.553155281,Hol_evm.model.scaffold14228.2,60S ribosomal protein L37a,Dcor_evm.model.hic_scaffold_1_pilon.121,0.553155281
2059,44.15797581,1.075830002,0.924484424,1.163708088,0.24454233,0.553156029,Hol_evm.model.scaffold02751.1,adt-1,NA,0.553156029
9108,18.28399389,-1.774281164,1.524660476,-1.163722148,0.244536631,0.553156029,Hol_evm.model.scaffold14284.1,NA,NA,0.553156029
5771,1691.460783,-0.618273359,0.531669448,-1.162890516,0.244873926,0.553794829,Hol_evm.model.scaffold08281.18,GTP-binding protein 128up,Dcor_evm.model.hic_scaffold_1_pilon.1014,0.553794829
4694,12.71550246,1.570610484,1.350931671,1.162612824,0.244986626,0.553929848,Hol_evm.model.scaffold06521.2,Olfactomedin-like protein 2A,Dcor_evm.model.hic_scaffold_13_pilon.134,0.553929848
8211,294.8105916,0.818152322,0.703786361,1.162500962,0.245032034,0.553929848,Hol_evm.model.scaffold12372.2,Iron-sulfur cluster co-chaperone protein HscB,Dcor_evm.model.hic_scaffold_56_pilon.16,0.553929848
1581,364.0883411,0.876932545,0.754641312,1.162052132,0.24521429,0.554230571,Hol_evm.model.scaffold01996.2,Protein NDUFAF4 homolog,Dcor_evm.model.hic_scaffold_10_pilon.246,0.554230571
1326,4777.329888,-0.798574417,0.687376392,-1.161771667,0.245328226,0.55437679,Hol_evm.model.scaffold01669.2,PDGFB,NA,0.55437679
920,51.33121959,0.898857485,0.774014907,1.161292215,0.245523084,0.554594479,Hol_evm.model.scaffold01171.1,NA,NA,0.554594479
7560,53.38152635,1.263088652,1.087631374,1.161320538,0.24551157,0.554594479,Hol_evm.model.scaffold11480.1,-,NA,0.554594479
2124,291.485722,0.712546499,0.614141173,1.160232419,0.245954191,0.555456827,Hol_evm.model.scaffold02829.4,DNA excision repair protein ERCC-1,Dcor_evm.model.hic_scaffold_4_pilon.737,0.555456827
1423,490.4653734,-0.629482106,0.543235221,-1.158765268,0.246551878,0.555744021,Hol_evm.model.scaffold01802.4,"PREDICTED: lysozyme-like, partial",Dcor_evm.model.hic_scaffold_1_pilon.253,0.555744021
1510,46.42857592,1.131097419,0.976070406,1.158827695,0.246526426,0.555744021,Hol_evm.model.scaffold01916.1,-,NA,0.555744021
2740,12.52552068,1.480060331,1.277206525,1.158826158,0.246527053,0.555744021,Hol_evm.model.scaffold03692.2,-,NA,0.555744021
2965,401.7913193,0.777674259,0.67112683,1.158759008,0.246554431,0.555744021,Hol_evm.model.scaffold04007.1,GATOR complex protein WDR59,Dcor_evm.model.hic_scaffold_7_pilon.595,0.555744021
3991,20.51791129,1.194716179,1.031107365,1.158672917,0.246589534,0.555744021,Hol_evm.model.scaffold05387.1,PREDICTED: uncharacterized protein LOC105844725,Dcor_evm.model.hic_scaffold_9_pilon.1419,0.555744021
3999,125.7141156,-0.920156135,0.794195227,-1.158601946,0.246618475,0.555744021,Hol_evm.model.scaffold05409.5,PREDICTED: uncharacterized protein LOC109605777,Dcor_evm.model.hic_scaffold_2_pilon.662,0.555744021
4461,652.5363257,1.15875965,1.000148588,1.158587498,0.246624367,0.555744021,Hol_evm.model.scaffold06098.8,Storkhead-box protein 1,Dcor_evm.model.hic_scaffold_7_pilon.138,0.555744021
5281,83.02971025,-0.966227904,0.83364264,-1.159043286,0.246438541,0.555744021,Hol_evm.model.scaffold07628.2,NA,NA,0.555744021
7496,474.4868268,-0.69410541,0.599038085,-1.158699967,0.246578504,0.555744021,Hol_evm.model.scaffold11381.2,Ras-related GTP-binding protein A,Dcor_evm.model.hic_scaffold_7_pilon.890,0.555744021
9461,18.05253801,1.521663269,1.312312036,1.159528547,0.246240807,0.555744021,Hol_evm.model.scaffold15071.1,-,NA,0.555744021
11469,27.69620859,1.321501401,1.139591106,1.15962769,0.246200422,0.555744021,Hol_evm.model.scaffold18953.1,-,NA,0.555744021
10238,523.920578,0.753591257,0.650530488,1.158425733,0.246690343,0.555781445,Hol_evm.model.scaffold16567.1,NA,NA,0.555781445
144,119.2608578,1.183883931,1.022505194,1.157826813,0.246934719,0.555824256,Hol_evm.model.scaffold00126.1,PREDICTED: uncharacterized protein LOC108563448,Dcor_evm.model.hic_scaffold_10_pilon.756,0.555824256
1375,30.30816209,1.180659775,1.019754121,1.157788677,0.246950285,0.555824256,Hol_evm.model.scaffold01733.9,-,NA,0.555824256
2718,315.1233364,-0.779174641,0.672895754,-1.157942573,0.246887472,0.555824256,Hol_evm.model.scaffold03650.1,Protein Malvolio,Dcor_evm.model.hic_scaffold_2_pilon.291,0.555824256
3517,612.6046277,-0.875700424,0.757038753,-1.156744513,0.247376757,0.555824256,Hol_evm.model.scaffold04745.6,UGT2A1,NA,0.555824256
3608,87.80250281,-0.916947576,0.792179802,-1.157499312,0.24706842,0.555824256,Hol_evm.model.scaffold04870.3,NA,NA,0.555824256
5127,592.522522,0.662124791,0.572370656,1.15681121,0.247349501,0.555824256,Hol_evm.model.scaffold07413.1,Nuclear envelope integral membrane protein 1,Dcor_evm.model.hic_scaffold_4_pilon.471,0.555824256
5331,494.2455155,0.673140404,0.581808488,1.156979344,0.2472808,0.555824256,Hol_evm.model.scaffold07724.9,PI-PLC X domain-containing protein 1,Dcor_evm.model.hic_scaffold_10_pilon.988,0.555824256
7916,588.3767357,0.843187741,0.728968378,1.156686307,0.247400546,0.555824256,Hol_evm.model.scaffold11955.2,Retinol dehydrogenase 13,Dcor_evm.model.hic_scaffold_6_pilon.922,0.555824256
9273,69.48646907,1.221317368,1.055441221,1.157162846,0.247205834,0.555824256,Hol_evm.model.scaffold14632.1,abcT1,NA,0.555824256
9328,93.99629193,-0.787618506,0.680686871,-1.157093724,0.24723407,0.555824256,Hol_evm.model.scaffold14771.8,NA,NA,0.555824256
9566,1143.849254,-1.019613586,0.881061715,-1.15725558,0.247167956,0.555824256,Hol_evm.model.scaffold15187.8,Spermidine synthase,Dcor_evm.model.hic_scaffold_2_pilon.357,0.555824256
9784,134.8720792,-0.950093697,0.82071808,-1.157637099,0.247012163,0.555824256,Hol_evm.model.scaffold15512.3,Protein prenyltransferase alpha subunit repeat-containing protein 1 ,Dcor_evm.model.hic_scaffold_10_pilon.509,0.555824256
10675,584.8771849,0.659849706,0.570126648,1.157373907,0.24711963,0.555824256,Hol_evm.model.scaffold17393.1,PDCD11,NA,0.555824256
10957,625.6044968,-0.647834726,0.559531881,-1.157815575,0.246939306,0.555824256,Hol_evm.model.scaffold17945.8,Esterase B1,Dcor_evm.model.hic_scaffold_9_pilon.1756,0.555824256
7227,255.3374744,-0.818379553,0.707771231,-1.156276941,0.247567897,0.556089263,Hol_evm.model.scaffold11024.22,PREDICTED: solute carrier family 12 member 4 isoform X1,Dcor_evm.model.hic_scaffold_8_pilon.861,0.556089263
8073,273.1975464,-0.970059401,0.83912521,-1.156036537,0.247666212,0.556199126,Hol_evm.model.scaffold12219.1,KCNMA1,NA,0.556199126
1602,48.59916043,1.563252528,1.352893738,1.155488036,0.247890629,0.556592083,Hol_evm.model.scaffold02022.4,UBE2T,NA,0.556592083
2305,983.596311,0.649053834,0.561836704,1.155235729,0.247993907,0.556712942,Hol_evm.model.scaffold03152.5,NA,NA,0.556712942
521,20.09111467,1.320102708,1.143026932,1.154918289,0.248123889,0.556893689,Hol_evm.model.scaffold00676.2,Luciferin 4-monooxygenase,Dcor_evm.model.hic_scaffold_6_pilon.1238,0.556893689
5756,338.4790619,0.891021423,0.771674337,1.154659914,0.248229721,0.557020171,Hol_evm.model.scaffold08273.2,Splicing factor 45,Dcor_evm.model.hic_scaffold_7_pilon.788,0.557020171
4850,108.3523116,0.752134092,0.651503085,1.154459756,0.248311729,0.557093153,Hol_evm.model.scaffold06768.5,NA,NA,0.557093153
1649,14.04632419,1.365537731,1.183060772,1.154241408,0.248401211,0.557182871,Hol_evm.model.scaffold02109.2,-,NA,0.557182871
3533,324.1955741,0.687671092,0.595917199,1.153970876,0.248512109,0.557273395,Hol_evm.model.scaffold04762.2,Protein ABHD13,Dcor_evm.model.hic_scaffold_6_pilon.985,0.557273395
9898,111.9393954,0.766650972,0.664398993,1.153901466,0.248540568,0.557273395,Hol_evm.model.scaffold15783.7,C9orf117,NA,0.557273395
3682,858.095081,0.639317179,0.554115971,1.153760608,0.248598328,0.557291911,Hol_evm.model.scaffold04984.1,Protein spindle-F,Dcor_evm.model.hic_scaffold_4_pilon.1056,0.557291911
1756,212.8648068,-1.036907149,0.899830615,-1.15233593,0.249183058,0.557637909,Hol_evm.model.scaffold02269.1,-,NA,0.557637909
3327,467.5024105,-1.05487315,0.915376989,-1.152392034,0.249160013,0.557637909,Hol_evm.model.scaffold04462.1,PREDICTED: F-box/LRR-repeat protein 21,Dcor_evm.model.hic_scaffold_3_pilon.490,0.557637909
4166,534.4201262,0.705949645,0.61287284,1.151869685,0.249374627,0.557637909,Hol_evm.model.scaffold05670.5,Protein archease-like,Dcor_evm.model.hic_scaffold_7_pilon.1060,0.557637909
4453,39.20071842,-1.419827315,1.232778767,-1.15172921,0.249432365,0.557637909,Hol_evm.model.scaffold06078.5,Protein drumstick,Dcor_evm.model.hic_scaffold_1_pilon.197,0.557637909
4711,502.0162687,-0.77457542,0.67208222,-1.152500984,0.249115266,0.557637909,Hol_evm.model.scaffold06532.3,PREDICTED: LOW QUALITY PROTEIN: uncharacterized protein LOC108568883,Dcor_evm.model.hic_scaffold_10_pilon.572,0.557637909
4907,52.52714987,-1.257838229,1.091788784,-1.152089349,0.24928436,0.557637909,Hol_evm.model.scaffold06916.1,Homeobox protein caupolican,Dcor_evm.model.hic_scaffold_6_pilon.357,0.557637909
5252,66.98774637,1.092304252,0.947793928,1.152470194,0.249127911,0.557637909,Hol_evm.model.scaffold07600.9,Zeta-sarcoglycan,Dcor_evm.model.hic_scaffold_5_pilon.696,0.557637909
7775,633.9654736,0.672531003,0.5833222,1.152932296,0.248938175,0.557637909,Hol_evm.model.scaffold11715.9,Sesquipedalian-1,Dcor_evm.model.hic_scaffold_1_pilon.509,0.557637909
9107,2189.58879,-0.67538136,0.585742329,-1.153034921,0.248896051,0.557637909,Hol_evm.model.scaffold14283.15,PREDICTED: DNA ligase 1,Dcor_evm.model.hic_scaffold_6_pilon.1728,0.557637909
9824,72.60697011,0.852761437,0.740439871,1.151695729,0.249446128,0.557637909,Hol_evm.model.scaffold15624.1,-,NA,0.557637909
10345,399.1474679,1.129817934,0.980047599,1.15281945,0.248984499,0.557637909,Hol_evm.model.scaffold16696.5,Long-chain fatty acid transport protein 1,Dcor_evm.model.hic_scaffold_19_pilon.6,0.557637909
10767,19.55580436,-1.238658075,1.075502273,-1.151701959,0.249443567,0.557637909,Hol_evm.model.scaffold17651.4,Discoidin domain-containing receptor 2,Dcor_evm.model.hic_scaffold_6_pilon.74,0.557637909
11108,821.3734081,-0.926214306,0.804082331,-1.151889887,0.249366324,0.557637909,Hol_evm.model.scaffold18233.4,Transmembrane protein 43 homolog,Dcor_evm.model.hic_scaffold_4_pilon.22,0.557637909
11156,186.5291587,-1.401749957,1.216838039,-1.151960994,0.249337102,0.557637909,Hol_evm.model.scaffold18381.2,putative juvenile hormone-inducible protein,Dcor_evm.model.hic_scaffold_4_pilon.458,0.557637909
548,250.0619563,0.887834149,0.771156084,1.151302789,0.24960769,0.557888302,Hol_evm.model.scaffold00712.1,NA,NA,0.557888302
2484,593.6673059,-0.655473106,0.569553262,-1.1508548,0.249791976,0.557967869,Hol_evm.model.scaffold03378.2,PREDICTED: leucine-rich repeat-containing protein 15-like,Dcor_evm.model.hic_scaffold_6_pilon.299,0.557967869
3201,711.8584013,0.665983319,0.578662289,1.150901538,0.249772745,0.557967869,Hol_evm.model.scaffold04279.6,uncharacterized protein LOC111414878 isoform X1,Dcor_evm.model.hic_scaffold_7_pilon.12,0.557967869
7226,1353.220204,-0.647332487,0.562465891,-1.150883099,0.249780332,0.557967869,Hol_evm.model.scaffold11024.21,"Isocitrate dehydrogenase subunit gamma 1, mitochondrial",Dcor_evm.model.hic_scaffold_8_pilon.686,0.557967869
4025,19.73513504,1.342793842,1.166909327,1.150726805,0.249844645,0.55797481,Hol_evm.model.scaffold05450.12,-,NA,0.55797481
5119,242.8908122,0.769382073,0.668776937,1.150431527,0.249966181,0.558032578,Hol_evm.model.scaffold07388.5,Probable nuclear hormone receptor HR3,Dcor_evm.model.hic_scaffold_9_pilon.272,0.558032578
7050,271.4092358,-0.714998874,0.621509486,-1.150423107,0.249969648,0.558032578,Hol_evm.model.scaffold10640.10,C19orf43,NA,0.558032578
79,336.1371997,0.818712689,0.711859287,1.150104669,0.250100764,0.558103944,Hol_evm.model.scaffold00056.1,Rab3 GTPase-activating protein non-catalytic subunit,Dcor_evm.model.hic_scaffold_3_pilon.1218,0.558103944
6984,192.0028369,-0.837606371,0.728278761,-1.150117806,0.250095354,0.558103944,Hol_evm.model.scaffold10524.2,Box C/D snoRNA protein 1,Dcor_evm.model.hic_scaffold_10_pilon.1068,0.558103944
2226,39.14029599,1.323877226,1.152046054,1.149153041,0.25049288,0.558868182,Hol_evm.model.scaffold03001.1,-,NA,0.558868182
8462,131.5359643,0.955508608,0.831760163,1.148778999,0.250647121,0.559101504,Hol_evm.model.scaffold12844.1,Casein kinase I isoform epsilon,Dcor_evm.model.hic_scaffold_1_pilon.588,0.559101504
8904,104.7945737,1.048451752,0.912812728,1.14859458,0.250723193,0.559160401,Hol_evm.model.scaffold13936.1,GPROR8,NA,0.559160401
3431,65.06849984,-0.909012023,0.791608837,-1.148309595,0.250840779,0.559311843,Hol_evm.model.scaffold04633.3,Nucleolar protein 4,Dcor_evm.model.hic_scaffold_14_pilon.94,0.559311843
4274,509.589339,0.709637512,0.618201951,1.14790565,0.251007516,0.559572794,Hol_evm.model.scaffold05745.3,MRPL51,NA,0.559572794
1075,12.6416011,1.462586669,1.27468173,1.14741322,0.25121088,0.55975392,Hol_evm.model.scaffold01434.1,NA,NA,0.55975392
1724,559.0646629,-0.911539178,0.794808456,-1.146866483,0.251436807,0.55975392,Hol_evm.model.scaffold02227.12,ATPase family AAA domain-containing protein 3A homolog,Dcor_evm.model.hic_scaffold_7_pilon.331,0.55975392
1970,15.73029432,1.195667462,1.042295702,1.14714803,0.251320446,0.55975392,Hol_evm.model.scaffold02639.2,NA,NA,0.55975392
6764,26.98355883,1.051598541,0.916627061,1.147247977,0.251279148,0.55975392,Hol_evm.model.scaffold10023.2,-,NA,0.55975392
9489,432.5170091,0.659832904,0.575259299,1.14701823,0.251374087,0.55975392,Hol_evm.model.scaffold15116.1,Glutamate-rich WD repeat-containing protein 1,Dcor_evm.model.hic_scaffold_16_pilon.198,0.55975392
9930,419.1455121,-0.740425022,0.645587265,-1.14690153,0.25142232,0.55975392,Hol_evm.model.scaffold15823.14,ZNF462,NA,0.55975392
11258,3017.557756,-0.953154883,0.831030697,-1.146955085,0.251400184,0.55975392,Hol_evm.model.scaffold18567.3,Probable 4-coumarate--CoA ligase 1,Dcor_evm.model.hic_scaffold_5_pilon.552,0.55975392
1077,223.3326772,-1.519393145,1.325473682,-1.146302009,0.251670212,0.559941353,Hol_evm.model.scaffold01441.1,Cytochrome c,Dcor_evm.model.hic_scaffold_6_pilon.337,0.559941353
2931,562.378886,-0.697585844,0.608540414,-1.14632624,0.25166019,0.559941353,Hol_evm.model.scaffold03948.6,PREDICTED: titin isoform X2,Dcor_evm.model.hic_scaffold_6_pilon.1386,0.559941353
3845,450.6128618,-0.933576997,0.814406976,-1.146327358,0.251659727,0.559941353,Hol_evm.model.scaffold05213.3,Protein phosphatase PP2A 55 kDa regulatory subunit,Dcor_evm.model.hic_scaffold_3_pilon.1434,0.559941353
1064,752.7183345,-0.631434969,0.551200348,-1.145563445,0.25197583,0.560067896,Hol_evm.model.scaffold01397.2,Solute carrier family 25 member 35,Dcor_evm.model.hic_scaffold_3_pilon.976,0.560067896
2296,73.30078242,1.166586048,1.018031747,1.145923053,0.251826992,0.560067896,Hol_evm.model.scaffold03111.4,3 beta-hydroxysteroid dehydrogenase dhs-16,Dcor_evm.model.hic_scaffold_5_pilon.209,0.560067896
2836,373.928324,-1.27060581,1.108995218,-1.145727041,0.251908112,0.560067896,Hol_evm.model.scaffold03835.1,Hypodermin-A,Dcor_evm.model.hic_scaffold_10_pilon.77,0.560067896
3739,86.78690867,-0.912294949,0.796211711,-1.145794436,0.251880218,0.560067896,Hol_evm.model.scaffold05080.1,Retinal homeobox protein Rx-A ,Dcor_evm.model.hic_scaffold_7_pilon.1458,0.560067896
6028,168.3906016,-0.908953057,0.793404905,-1.145635793,0.251945881,0.560067896,Hol_evm.model.scaffold08717.1,DDX31,NA,0.560067896
8856,387.324739,0.921179115,0.804262794,1.145370795,0.252055591,0.560134592,Hol_evm.model.scaffold13840.3,ABCC4,NA,0.560134592
1008,28.77376451,1.454803432,1.270766107,1.144823917,0.252282106,0.560322273,Hol_evm.model.scaffold01324.1,NA,NA,0.560322273
2207,855.6135624,0.678009605,0.592253728,1.144795841,0.252293739,0.560322273,Hol_evm.model.scaffold02980.1,Guanine nucleotide-binding protein G(s) subunit alpha,Dcor_evm.model.hic_scaffold_9_pilon.1634,0.560322273
3228,21.8299502,-1.441903618,1.259649584,-1.144686297,0.25233913,0.560322273,Hol_evm.model.scaffold04334.1,NA,NA,0.560322273
5121,1390.864292,-0.607989313,0.531088978,-1.144797459,0.252293068,0.560322273,Hol_evm.model.scaffold07398.1,CAMK2G,NA,0.560322273
4329,3957.715089,0.637158994,0.556987554,1.143937578,0.252649525,0.560569246,Hol_evm.model.scaffold05851.5,PREDICTED: uncharacterized protein LOC108567263,Dcor_evm.model.hic_scaffold_7_pilon.947,0.560569246
4976,20.651019,-1.738450782,1.519629882,-1.143996182,0.252625221,0.560569246,Hol_evm.model.scaffold07108.1,N-acetylgalactosamine kinase,Dcor_evm.model.hic_scaffold_6_pilon.354,0.560569246
8529,1688.24756,-0.751520767,0.656769629,-1.144268451,0.252512323,0.560569246,Hol_evm.model.scaffold13006.11,Putative ATP-dependent RNA helicase an3,Dcor_evm.model.hic_scaffold_7_pilon.978,0.560569246
8533,13.09646341,1.442823415,1.261081085,1.144116292,0.252575412,0.560569246,Hol_evm.model.scaffold13012.1,NA,NA,0.560569246
4197,190.7935285,-1.037352174,0.907077582,-1.143620122,0.252781213,0.560750916,Hol_evm.model.scaffold05685.24,PREDICTED: aryl hydrocarbon receptor nuclear translocator homolog isoform X3,Dcor_evm.model.hic_scaffold_8_pilon.242,0.560750916
3750,15.24801403,1.517788549,1.327372772,1.143453128,0.252850505,0.560794126,Hol_evm.model.scaffold05087.6,Guanine nucleotide-binding protein subunit beta-2,Dcor_evm.model.hic_scaffold_7_pilon.1371,0.560794126
551,61.21575423,0.827233561,0.723545879,1.143304917,0.252912014,0.560820062,Hol_evm.model.scaffold00722.1,NA,NA,0.560820062
904,378.5256866,0.619952573,0.542313798,1.143162088,0.2529713,0.560834244,Hol_evm.model.scaffold01166.7,Zinc finger protein 706,Dcor_evm.model.hic_scaffold_8_pilon.140,0.560834244
2737,485.8425834,0.647672932,0.56661845,1.143049492,0.253018043,0.560834244,Hol_evm.model.scaffold03679.2,THO complex subunit 4,Dcor_evm.model.hic_scaffold_3_pilon.405,0.560834244
6501,404.7321615,-1.122068308,0.981846337,-1.142814579,0.253115584,0.560940009,Hol_evm.model.scaffold09592.1,Cytochrome P450 6j1,Dcor_evm.model.hic_scaffold_7_pilon.395,0.560940009
